Погран. переход;Дата;Время;Очередь на выезд
Брест;13.01.2024;00:00;10
Брест;13.01.2024;02:00;10
Брест;13.01.2024;04:00;10
Брест;13.01.2024;06:00;0
Брест;13.01.2024;08:00;0
Брест;13.01.2024;10:00;0
Брест;13.01.2024;12:00;0
Брест;13.01.2024;14:00;0
Брест;13.01.2024;16:00;0
Брест;13.01.2024;18:00;0
Брест;13.01.2024;20:00;0
Брест;13.01.2024;22:00;0
Каменный лог;13.01.2024;00:00;0
Каменный лог;13.01.2024;02:00;0
Каменный лог;13.01.2024;04:00;0
Каменный лог;13.01.2024;06:00;0
Каменный лог;13.01.2024;08:00;0
Каменный лог;13.01.2024;10:00;0
Каменный лог;13.01.2024;12:00;0
Каменный лог;13.01.2024;14:00;0
Каменный лог;13.01.2024;16:00;0
Каменный лог;13.01.2024;18:00;0
Каменный лог;13.01.2024;20:00;0
Каменный лог;13.01.2024;22:00;0
Бенякони;13.01.2024;00:00;0
Бенякони;13.01.2024;02:00;0
Бенякони;13.01.2024;04:00;0
Бенякони;13.01.2024;06:00;0
Бенякони;13.01.2024;08:00;0
Бенякони;13.01.2024;10:00;0
Бенякони;13.01.2024;12:00;0
Бенякони;13.01.2024;14:00;0
Бенякони;13.01.2024;16:00;0
Бенякони;13.01.2024;18:00;0
Бенякони;13.01.2024;20:00;0
Бенякони;13.01.2024;22:00;0
Григоровщина;13.01.2024;00:00;0
Григоровщина;13.01.2024;02:00;0
Григоровщина;13.01.2024;04:00;0
Григоровщина;13.01.2024;06:00;0
Григоровщина;13.01.2024;08:00;0
Григоровщина;13.01.2024;10:00;0
Григоровщина;13.01.2024;12:00;0
Григоровщина;13.01.2024;14:00;0
Григоровщина;13.01.2024;16:00;0
Григоровщина;13.01.2024;18:00;0
Григоровщина;13.01.2024;20:00;0
Григоровщина;13.01.2024;22:00;0
